Country Name,Country Code,Series Name,Series Code,2019
"Korea, Rep.",KOR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,5.139999866
"Korea, Rep.",KOR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.27999878
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.75
"Korea, Rep.",KOR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Korea, Rep.",KOR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98
"Korea, Rep.",KOR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,98
"Korea, Rep.",KOR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98
"Korea, Rep.",KOR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
"Korea, Rep.",KOR,"International tourism, number of arrivals",ST.INT.ARVL,17503000
"Korea, Rep.",KOR,"International tourism, number of departures",ST.INT.DPRT,28714000
Kosovo,XKX,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Kosovo,XKX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Kosovo,XKX,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Kosovo,XKX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Kosovo,XKX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Kosovo,XKX,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Kosovo,XKX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Kosovo,XKX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Kosovo,XKX,"International tourism, number of arrivals",ST.INT.ARVL,..
Kosovo,XKX,"International tourism, number of departures",ST.INT.DPRT,..
Kuwait,KWT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.14999962
Kuwait,KWT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.779999971
Kuwait,KWT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,76.06999969
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.410000086
Kuwait,KWT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Kuwait,KWT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98
Kuwait,KWT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,91
Kuwait,KWT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Kuwait,KWT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Kuwait,KWT,"International tourism, number of arrivals",ST.INT.ARVL,8565000
Kuwait,KWT,"International tourism, number of departures",ST.INT.DPRT,..
Kyrgyz Republic,KGZ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.36000061
Kyrgyz Republic,KGZ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,19.31999969
Kyrgyz Republic,KGZ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,55.33000183
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.71999979
Kyrgyz Republic,KGZ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Kyrgyz Republic,KGZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Kyrgyz Republic,KGZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
Kyrgyz Republic,KGZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Kyrgyz Republic,KGZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Kyrgyz Republic,KGZ,"International tourism, number of arrivals",ST.INT.ARVL,8508000
Kyrgyz Republic,KGZ,"International tourism, number of departures",ST.INT.DPRT,5314000
Lao PDR,LAO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,12.93999958
Lao PDR,LAO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,61.43999863
Lao PDR,LAO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,25.62000084
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.620000005
Lao PDR,LAO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Lao PDR,LAO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,69
Lao PDR,LAO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,68
Lao PDR,LAO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,68
Lao PDR,LAO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Lao PDR,LAO,"International tourism, number of arrivals",ST.INT.ARVL,4791000
Lao PDR,LAO,"International tourism, number of departures",ST.INT.DPRT,2690000
Latvia,LVA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.71999931
Latvia,LVA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,7.289999962
Latvia,LVA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.98999786
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.309999943
Latvia,LVA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Latvia,LVA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Latvia,LVA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Latvia,LVA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Latvia,LVA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Latvia,LVA,"International tourism, number of arrivals",ST.INT.ARVL,8342000
Latvia,LVA,"International tourism, number of departures",ST.INT.DPRT,2384000
Lebanon,LBN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.59000015
Lebanon,LBN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,11.31999969
Lebanon,LBN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,65.09999847
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.039999962
Lebanon,LBN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Lebanon,LBN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82
Lebanon,LBN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,80
Lebanon,LBN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,83
Lebanon,LBN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Lebanon,LBN,"International tourism, number of arrivals",ST.INT.ARVL,1936000
Lebanon,LBN,"International tourism, number of departures",ST.INT.DPRT,..
Lesotho,LSO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,13.31000042
Lesotho,LSO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,44.29999924
Lesotho,LSO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,42.38999939
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.86000061
Lesotho,LSO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Lesotho,LSO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
Lesotho,LSO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,87
Lesotho,LSO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87
Lesotho,LSO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Lesotho,LSO,"International tourism, number of arrivals",ST.INT.ARVL,1142000
Lesotho,LSO,"International tourism, number of departures",ST.INT.DPRT,..
Liberia,LBR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,10.14999962
Liberia,LBR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,42.61999893
Liberia,LBR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.22999954
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.890000105
Liberia,LBR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Liberia,LBR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85
Liberia,LBR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,74
Liberia,LBR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,74
Liberia,LBR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Liberia,LBR,"International tourism, number of arrivals",ST.INT.ARVL,..
Liberia,LBR,"International tourism, number of departures",ST.INT.DPRT,..
Libya,LBY,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.43000031
Libya,LBY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,16.40999985
Libya,LBY,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,59.16999817
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.34000015
Libya,LBY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Libya,LBY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,73
Libya,LBY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,73
Libya,LBY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,73
Libya,LBY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Libya,LBY,"International tourism, number of arrivals",ST.INT.ARVL,..
Libya,LBY,"International tourism, number of departures",ST.INT.DPRT,..
Liechtenstein,LIE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Liechtenstein,LIE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Liechtenstein,LIE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Liechtenstein,LIE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Liechtenstein,LIE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Liechtenstein,LIE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
Liechtenstein,LIE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
Liechtenstein,LIE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Liechtenstein,LIE,"International tourism, number of arrivals",ST.INT.ARVL,98099.99847
Liechtenstein,LIE,"International tourism, number of departures",ST.INT.DPRT,..
Lithuania,LTU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.70000076
Lithuania,LTU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,6.440000057
Lithuania,LTU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,67.86000061
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.260000229
Lithuania,LTU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Lithuania,LTU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93
Lithuania,LTU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,92
Lithuania,LTU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92
Lithuania,LTU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Lithuania,LTU,"International tourism, number of arrivals",ST.INT.ARVL,6150000
Lithuania,LTU,"International tourism, number of departures",ST.INT.DPRT,4881000
Luxembourg,LUX,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,10.81000042
Luxembourg,LUX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,0.680000007
Luxembourg,LUX,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,88.51000214
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.599999905
Luxembourg,LUX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Luxembourg,LUX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Luxembourg,LUX,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,96
Luxembourg,LUX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Luxembourg,LUX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Luxembourg,LUX,"International tourism, number of arrivals",ST.INT.ARVL,1041000
Luxembourg,LUX,"International tourism, number of departures",ST.INT.DPRT,2548000
"Macao SAR, China",MAC,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.659999847
"Macao SAR, China",MAC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,0.400000006
"Macao SAR, China",MAC,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,89.94000244
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.700000048
"Macao SAR, China",MAC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Macao SAR, China",MAC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
"Macao SAR, China",MAC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..
"Macao SAR, China",MAC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..
"Macao SAR, China",MAC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
"Macao SAR, China",MAC,"International tourism, number of arrivals",ST.INT.ARVL,39406000
"Macao SAR, China",MAC,"International tourism, number of departures",ST.INT.DPRT,1765000
Madagascar,MDG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,8.729999542
Madagascar,MDG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,64.12000275
Madagascar,MDG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,27.14999962
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.669999957
Madagascar,MDG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Madagascar,MDG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,69
Madagascar,MDG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,79
Madagascar,MDG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,79
Madagascar,MDG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Madagascar,MDG,"International tourism, number of arrivals",ST.INT.ARVL,486000
Madagascar,MDG,"International tourism, number of departures",ST.INT.DPRT,..
Malawi,MWI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,5.369999886
Malawi,MWI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,76.36000061
Malawi,MWI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,18.27000046
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.559999943
Malawi,MWI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Malawi,MWI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92
Malawi,MWI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,95
Malawi,MWI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95
Malawi,MWI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Malawi,MWI,"International tourism, number of arrivals",ST.INT.ARVL,..
Malawi,MWI,"International tourism, number of departures",ST.INT.DPRT,..
Malaysia,MYS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.01000023
Malaysia,MYS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.27999973
Malaysia,MYS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,62.72000122
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.309999943
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Malaysia,MYS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Malaysia,MYS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Malaysia,MYS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98
Malaysia,MYS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Malaysia,MYS,"International tourism, number of arrivals",ST.INT.ARVL,26101000
Malaysia,MYS,"International tourism, number of departures",ST.INT.DPRT,..
Maldives,MDV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.12999916
Maldives,MDV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.319999695
Maldives,MDV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.55000305
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.820000172
Maldives,MDV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Maldives,MDV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Maldives,MDV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Maldives,MDV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99
Maldives,MDV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Maldives,MDV,"International tourism, number of arrivals",ST.INT.ARVL,1703000
Maldives,MDV,"International tourism, number of departures",ST.INT.DPRT,..
Mali,MLI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,7.559999943
Mali,MLI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,62.43999863
Mali,MLI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,30
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.239999771
Mali,MLI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,42.1
Mali,MLI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,70
Mali,MLI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,77
Mali,MLI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,77
Mali,MLI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Mali,MLI,"International tourism, number of arrivals",ST.INT.ARVL,217000
Mali,MLI,"International tourism, number of departures",ST.INT.DPRT,..
Malta,MLT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.92000008
Malta,MLT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.019999981
Malta,MLT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,80.06999969
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.400000095
Malta,MLT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Malta,MLT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96
Malta,MLT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,98
Malta,MLT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98
Malta,MLT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Malta,MLT,"International tourism, number of arrivals",ST.INT.ARVL,3519000
Malta,MLT,"International tourism, number of departures",ST.INT.DPRT,774000
Marshall Islands,MHL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Marshall Islands,MHL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Marshall Islands,MHL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Marshall Islands,MHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Marshall Islands,MHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85
Marshall Islands,MHL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,82
Marshall Islands,MHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,79
Marshall Islands,MHL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Marshall Islands,MHL,"International tourism, number of arrivals",ST.INT.ARVL,6099.999905
Marshall Islands,MHL,"International tourism, number of departures",ST.INT.DPRT,..
Mauritania,MRT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.61000061
Mauritania,MRT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.82999992
Mauritania,MRT,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,51.56000137
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.13000011
Mauritania,MRT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Mauritania,MRT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,78
Mauritania,MRT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,81
Mauritania,MRT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,81
Mauritania,MRT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Mauritania,MRT,"International tourism, number of arrivals",ST.INT.ARVL,..
Mauritania,MRT,"International tourism, number of departures",ST.INT.DPRT,..
Mauritius,MUS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.68000031
Mauritius,MUS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,5.96999979
Mauritius,MUS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.34999847
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.360000134
Mauritius,MUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Mauritius,MUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Mauritius,MUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,97
Mauritius,MUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96
Mauritius,MUS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Mauritius,MUS,"International tourism, number of arrivals",ST.INT.ARVL,1418000
Mauritius,MUS,"International tourism, number of departures",ST.INT.DPRT,320000
Mexico,MEX,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.54999924
Mexico,MEX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,12.47999954
Mexico,MEX,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,61.97000122
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.480000019
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,73
Mexico,MEX,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,56
Mexico,MEX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82
Mexico,MEX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Mexico,MEX,"International tourism, number of arrivals",ST.INT.ARVL,97406000
Mexico,MEX,"International tourism, number of departures",ST.INT.DPRT,82752000
"Micronesia, Fed. Sts.",FSM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
"Micronesia, Fed. Sts.",FSM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
"Micronesia, Fed. Sts.",FSM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
"Micronesia, Fed. Sts.",FSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,78
"Micronesia, Fed. Sts.",FSM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,84
"Micronesia, Fed. Sts.",FSM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78
"Micronesia, Fed. Sts.",FSM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
"Micronesia, Fed. Sts.",FSM,"International tourism, number of arrivals",ST.INT.ARVL,18000
"Micronesia, Fed. Sts.",FSM,"International tourism, number of departures",ST.INT.DPRT,..
Moldova,MDA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.71999931
Moldova,MDA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,20.95999908
Moldova,MDA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,57.31999969
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.099999905
Moldova,MDA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
Moldova,MDA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Moldova,MDA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,94
Moldova,MDA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91
Moldova,MDA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..
Moldova,MDA,"International tourism, number of arrivals",ST.INT.ARVL,174000
Moldova,MDA,"International tourism, number of departures",ST.INT.DPRT,311000
Monaco,MCO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..
Monaco,MCO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..
Monaco,MCO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Monaco,MCO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..
