Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.010000229,5.5,4.849999905,4.489999771,5.769999981
Azerbaijan,AZE,"School enrollment, primary (% net)",SE.PRM.NENR,94.92858,93.7475,92.42467,..,..
Azerbaijan,AZE,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,88.53256,..,..
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,25.92642021,27.06740952,27.70849991,31.54019928,..
Azerbaijan,AZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.3,14.6,14,..,..
Azerbaijan,AZE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.9,1.75,1.73,..,..
Azerbaijan,AZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.32999992,14.36999989,14.72000027,14.78999996,..
Azerbaijan,AZE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,49.33000183,49.27999878,49.02000046,49.22000122,..
Azerbaijan,AZE,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,18.70999908,18.89999962,19.14999962,19.40999985,..
Azerbaijan,AZE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,68.19000244,68.37999725,68.19999695,67.84999847,..
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5,5,4.900000095,4.840000153,6.269999981
"Bahamas, The",BHS,"School enrollment, primary (% net)",SE.PRM.NENR,75.35743,..,74.22717,..,..
"Bahamas, The",BHS,"School enrollment, secondary (% net)",SE.SEC.NENR,66.65546,65.13657,62.4958,..,..
"Bahamas, The",BHS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
"Bahamas, The",BHS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.131,14.049,13.968,..,..
"Bahamas, The",BHS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.771,1.762,1.752,..,..
"Bahamas, The",BHS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.86999989,14.84000015,14.59000015,14.47999954,..
"Bahamas, The",BHS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,82.76000214,82.83000183,83.15000153,83.30999756,..
"Bahamas, The",BHS,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
"Bahamas, The",BHS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.93000031,15.02999973,15.11999989,15.17000008,..
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.69999981,9.800000191,10,10.10999966,14.40999985
Bahrain,BHR,"School enrollment, primary (% net)",SE.PRM.NENR,96.26462,97.27864,96.71489,..,..
Bahrain,BHR,"School enrollment, secondary (% net)",SE.SEC.NENR,93.07504,92.35773,90.19346,..,..
Bahrain,BHR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,46.56613922,47.14588165,50.48189926,55.62850952,..
Bahrain,BHR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.738,14.365,13.99,..,..
Bahrain,BHR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.033,2.01,1.987,..,..
Bahrain,BHR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,35.36000061,35.47999954,35.40000153,35.25,..
Bahrain,BHR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,63.59999847,63.50999832,63.63000107,63.81000137,..
Bahrain,BHR,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Bahrain,BHR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,2.670000076,2.670000076,2.680000067,2.670000076,..
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.379999995,1.440000057,1.50999999,1.559999943,4.090000153
Bangladesh,BGD,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Bangladesh,BGD,"School enrollment, secondary (% net)",SE.SEC.NENR,65.21977,63.74088,66.54968,..,..
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,17.87435913,18.15146065,20.5650692,24.01688957,..
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.824,18.501,18.184,..,..
Bangladesh,BGD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.09,2.062,2.036,..,..
Bangladesh,BGD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.45999908,20.42000008,20.84000015,21.31999969,..
Bangladesh,BGD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,36.86999893,38.97999954,39.77000046,40.38000107,..
Bangladesh,BGD,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,18.69000053,19.45000076,..,..,..
Bangladesh,BGD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,60.59999847,60.5,59.88000107,59.27000046,..
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.349999905,4.369999886,4.289999962,4.21999979,5.300000191
Barbados,BRB,"School enrollment, primary (% net)",SE.PRM.NENR,95.42938,94.99257,96.69287,..,..
Barbados,BRB,"School enrollment, secondary (% net)",SE.SEC.NENR,95.9634,95.94098,93.63078,..,..
Barbados,BRB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Barbados,BRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.732,10.683,10.648,..,..
Barbados,BRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.613,1.615,1.619,..,..
Barbados,BRB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.31999969,19.34000015,19.17000008,18.93000031,..
Barbados,BRB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.83000183,77.90000153,78.12999725,78.41999817,..
Barbados,BRB,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,11.40999985,11.35999966,11.85999966,10.60000038,..
Barbados,BRB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,16.98999977,17.06999969,17.22999954,17.36000061,..
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.720000267,9.859999657,10,10.10000038,12.78999996
Belarus,BLR,"School enrollment, primary (% net)",SE.PRM.NENR,96.08237,95.61727,94.92861,..,..
Belarus,BLR,"School enrollment, secondary (% net)",SE.SEC.NENR,97.60838,96.37553,95.63948,..,..
Belarus,BLR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,88.18457794,88.45143127,87.42909241,..,..
Belarus,BLR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.4,10.8,9.9,..,..
Belarus,BLR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.733,1.541,1.448,..,..
Belarus,BLR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,31.53000069,30.77000046,30.62999916,30.37999916,..
Belarus,BLR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,58.75,58.54000092,58.06000137,58.56000137,..
Belarus,BLR,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,16.82999992,15.82999992,..,..
Belarus,BLR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,4.059999943,4.369999886,4.179999828,4.269999981,..
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.840000153,5.650000095,4.760000229,4.710000038,5.28000021
Belgium,BEL,"School enrollment, primary (% net)",SE.PRM.NENR,98.29369,98.76482,..,..,..
Belgium,BEL,"School enrollment, secondary (% net)",SE.SEC.NENR,94.11758,94.94691,..,..,..
Belgium,BEL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,75.89064026,79.66172791,78.90116882,..,..
Belgium,BEL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8,10.5,10.3,..,..
Belgium,BEL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.68,1.65,1.62,..,..
Belgium,BEL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.26000023,20.76000023,21.05999947,20.84000015,..
Belgium,BEL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.48999786,78.08000183,77.94000244,78.23999786,..
Belgium,BEL,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,39.08000183,36.75,36.65000153,37.43999863,..
Belgium,BEL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,14.84000015,14.28999996,14.02999973,14.22999954,..
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.829999924,7.090000153,5.949999809,5.360000134,6.010000229
Belize,BLZ,"School enrollment, primary (% net)",SE.PRM.NENR,96.11602,96.18248,95.94237,..,..
Belize,BLZ,"School enrollment, secondary (% net)",SE.SEC.NENR,72.08962,70.34414,71.149,..,..
Belize,BLZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,24.21410942,24.6566391,24.54084015,24.99110031,..
Belize,BLZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.4,21.081,20.786,..,..
Belize,BLZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.391,2.346,2.307,..,..
Belize,BLZ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.71000004,15.69999981,15.59000015,15.59000015,..
Belize,BLZ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,65.73000336,66.88999939,67.40000153,67.61000061,..
Belize,BLZ,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,20.70000076,25.07999992,..,..,..
Belize,BLZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,33.5,33.22000122,33.59000015,34.09000015,..
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7,6.599999905,6.519999981,6.460000038,7.820000172
Benin,BEN,"School enrollment, primary (% net)",SE.PRM.NENR,..,97.03352,97.21103,..,..
Benin,BEN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Benin,BEN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,12.94939995,12.27414036,12.51698971,..,..
Benin,BEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.027,36.621,36.221,..,..
Benin,BEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.977,4.906,4.836,..,..
Benin,BEN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.28000069,18.28000069,18.28000069,18.30999947,..
Benin,BEN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,41.13999939,41.84999847,42.63999939,43.41999817,..
Benin,BEN,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Benin,BEN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,89.34999847,88.91000366,88.66999817,88.09999847,..
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.519999981,2.440000057,2.369999886,2.319999933,2.539999962
Bermuda,BMU,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..
Bermuda,BMU,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..
Bermuda,BMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,17.8335495,19.02725983,..,..
Bermuda,BMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.3,8.2,..,..
Bermuda,BMU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.61,1.6,1.6,..,..
Bermuda,BMU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Bermuda,BMU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Bermuda,BMU,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Bermuda,BMU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Bhutan,BTN,"School enrollment, primary (% net)",SE.PRM.NENR,87.5304,87.42576,88.02597,..,..
Bhutan,BTN,"School enrollment, secondary (% net)",SE.SEC.NENR,64.54163,67.06537,70.19893,..,..
Bhutan,BTN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,15.55451012,..,16.44733047
